hr-apq4c.nfo	-	20150	1	0	0	0
hr-apq4c.r00	-	150000000	1	20150	0	1
hr-apq4c.r01	-	150000000	1	150020150	0	145
hr-apq4c.r02	-	150000000	1	300020150	0	289
hr-apq4c.r03	-	150000000	1	450020150	0	433
hr-apq4c.r04	-	150000000	1	62968192	1	61
hr-apq4c.r05	-	150000000	1	212968192	1	205
hr-apq4c.r06	-	150000000	1	362968192	1	349
hr-apq4c.r07	-	150000000	1	512968192	1	493
hr-apq4c.r08	-	150000000	1	125882752	2	121
hr-apq4c.r09	-	150000000	1	275882752	2	265
hr-apq4c.r10	-	150000000	1	425882752	2	409
hr-apq4c.r11	-	150000000	1	38850944	3	38
hr-apq4c.r12	-	150000000	1	188850944	3	182
hr-apq4c.r13	-	150000000	1	338850944	3	326
hr-apq4c.r14	-	150000000	1	488850944	3	470
hr-apq4c.r15	-	150000000	1	101765504	4	98
hr-apq4c.r16	-	150000000	1	251765504	4	242
hr-apq4c.r17	-	150000000	1	401765504	4	386
hr-apq4c.r18	-	150000000	1	14733696	5	15
hr-apq4c.r19	-	150000000	1	164733696	5	159
hr-apq4c.r20	-	150000000	1	314733696	5	303
hr-apq4c.r21	-	150000000	1	464733696	5	447
hr-apq4c.r22	-	150000000	1	77648256	6	75
hr-apq4c.r23	-	150000000	1	227648256	6	219
hr-apq4c.r24	-	150000000	1	377648256	6	363
hr-apq4c.r25	-	150000000	1	527648256	6	507
hr-apq4c.r26	-	150000000	1	140562816	7	135
hr-apq4c.r27	-	150000000	1	290562816	7	279
hr-apq4c.r28	-	150000000	1	440562816	7	423
hr-apq4c.r29	-	150000000	1	53531008	8	52
hr-apq4c.r30	-	150000000	1	203531008	8	196
hr-apq4c.r31	-	150000000	1	353531008	8	340
hr-apq4c.r32	-	150000000	1	503531008	8	484
hr-apq4c.r33	-	150000000	1	116445568	9	112
hr-apq4c.r34	-	150000000	1	266445568	9	256
hr-apq4c.r35	-	150000000	1	416445568	9	400
hr-apq4c.r36	-	150000000	1	29413760	10	29
hr-apq4c.r37	-	150000000	1	179413760	10	173
hr-apq4c.r38	-	150000000	1	329413760	10	317
hr-apq4c.r39	-	150000000	1	479413760	10	461
hr-apq4c.r40	-	150000000	1	92328320	11	89
hr-apq4c.r41	-	150000000	1	242328320	11	233
hr-apq4c.r42	-	150000000	1	392328320	11	377
hr-apq4c.r43	-	150000000	1	5296512	12	6
hr-apq4c.r44	-	150000000	1	155296512	12	150
hr-apq4c.r45	-	150000000	1	305296512	12	294
hr-apq4c.r46	-	150000000	1	455296512	12	438
hr-apq4c.r47	-	150000000	1	68211072	13	66
hr-apq4c.r48	-	150000000	1	218211072	13	210
hr-apq4c.r49	-	150000000	1	368211072	13	354
hr-apq4c.r50	-	150000000	1	518211072	13	498
hr-apq4c.r51	-	150000000	1	131125632	14	126
hr-apq4c.r52	-	150000000	1	281125632	14	270
hr-apq4c.r53	-	150000000	1	431125632	14	414
hr-apq4c.r54	-	150000000	1	44093824	15	43
hr-apq4c.r55	-	150000000	1	194093824	15	187
hr-apq4c.r56	-	150000000	1	344093824	15	331
hr-apq4c.r57	-	150000000	1	494093824	15	475
hr-apq4c.r58	-	150000000	1	107008384	16	103
hr-apq4c.r59	-	150000000	1	257008384	16	247
hr-apq4c.r60	-	150000000	1	407008384	16	391
hr-apq4c.r61	-	150000000	1	19976576	17	20
hr-apq4c.r62	-	150000000	1	169976576	17	164
hr-apq4c.r63	-	150000000	1	319976576	17	308
hr-apq4c.r64	-	150000000	1	469976576	17	452
hr-apq4c.r65	-	150000000	1	82891136	18	80
hr-apq4c.r66	-	150000000	1	232891136	18	224
hr-apq4c.r67	-	150000000	1	382891136	18	368
hr-apq4c.r68	-	150000000	1	532891136	18	512
hr-apq4c.r69	-	150000000	1	145805696	19	140
hr-apq4c.r70	-	150000000	1	295805696	19	284
hr-apq4c.r71	-	150000000	1	445805696	19	428
hr-apq4c.r72	-	150000000	1	58773888	20	57
hr-apq4c.r73	-	150000000	1	208773888	20	201
hr-apq4c.r74	-	150000000	1	358773888	20	345
hr-apq4c.r75	-	150000000	1	508773888	20	489
hr-apq4c.r76	-	150000000	1	121688448	21	117
hr-apq4c.r77	-	150000000	1	271688448	21	261
hr-apq4c.r78	-	150000000	1	421688448	21	405
hr-apq4c.r79	-	150000000	1	34656640	22	34
hr-apq4c.r80	-	150000000	1	184656640	22	178
hr-apq4c.r81	-	150000000	1	334656640	22	322
hr-apq4c.r82	-	150000000	1	484656640	22	466
hr-apq4c.r83	-	150000000	1	97571200	23	94
hr-apq4c.r84	-	121811223	1	247571200	23	238
hr-apq4c.rar	-	150000000	1	369382423	23	355
hr-apq4c.sfv	-	1978	1	519382423	23	499
Proof	d	0	1	519384401	23	500
Proof/hr-apq4c.jpg	-	1146863	1	519384401	23	500
