hr-aq78a.nfo	-	20150	1	0	0	0
hr-aq78a.r00	-	150000000	1	20150	0	1
hr-aq78a.r01	-	150000000	1	150020150	0	145
hr-aq78a.r02	-	150000000	1	300020150	0	289
hr-aq78a.r03	-	150000000	1	450020150	0	433
hr-aq78a.r04	-	150000000	1	62968192	1	61
hr-aq78a.r05	-	150000000	1	212968192	1	205
hr-aq78a.r06	-	150000000	1	362968192	1	349
hr-aq78a.r07	-	150000000	1	512968192	1	493
hr-aq78a.r08	-	150000000	1	125882752	2	121
hr-aq78a.r09	-	150000000	1	275882752	2	265
hr-aq78a.r10	-	150000000	1	425882752	2	409
hr-aq78a.r11	-	150000000	1	38850944	3	38
hr-aq78a.r12	-	150000000	1	188850944	3	182
hr-aq78a.r13	-	150000000	1	338850944	3	326
hr-aq78a.r14	-	150000000	1	488850944	3	470
hr-aq78a.r15	-	150000000	1	101765504	4	98
hr-aq78a.r16	-	150000000	1	251765504	4	242
hr-aq78a.r17	-	150000000	1	401765504	4	386
hr-aq78a.r18	-	150000000	1	14733696	5	15
hr-aq78a.r19	-	150000000	1	164733696	5	159
hr-aq78a.r20	-	150000000	1	314733696	5	303
hr-aq78a.r21	-	150000000	1	464733696	5	447
hr-aq78a.r22	-	150000000	1	77648256	6	75
hr-aq78a.r23	-	150000000	1	227648256	6	219
hr-aq78a.r24	-	150000000	1	377648256	6	363
hr-aq78a.r25	-	150000000	1	527648256	6	507
hr-aq78a.r26	-	150000000	1	140562816	7	135
hr-aq78a.r27	-	150000000	1	290562816	7	279
hr-aq78a.r28	-	150000000	1	440562816	7	423
hr-aq78a.r29	-	150000000	1	53531008	8	52
hr-aq78a.r30	-	150000000	1	203531008	8	196
hr-aq78a.r31	-	150000000	1	353531008	8	340
hr-aq78a.r32	-	150000000	1	503531008	8	484
hr-aq78a.r33	-	150000000	1	116445568	9	112
hr-aq78a.r34	-	150000000	1	266445568	9	256
hr-aq78a.r35	-	150000000	1	416445568	9	400
hr-aq78a.r36	-	150000000	1	29413760	10	29
hr-aq78a.r37	-	150000000	1	179413760	10	173
hr-aq78a.r38	-	150000000	1	329413760	10	317
hr-aq78a.r39	-	150000000	1	479413760	10	461
hr-aq78a.r40	-	150000000	1	92328320	11	89
hr-aq78a.r41	-	150000000	1	242328320	11	233
hr-aq78a.r42	-	150000000	1	392328320	11	377
hr-aq78a.r43	-	150000000	1	5296512	12	6
hr-aq78a.r44	-	150000000	1	155296512	12	150
hr-aq78a.r45	-	150000000	1	305296512	12	294
hr-aq78a.r46	-	150000000	1	455296512	12	438
hr-aq78a.r47	-	150000000	1	68211072	13	66
hr-aq78a.r48	-	150000000	1	218211072	13	210
hr-aq78a.r49	-	150000000	1	368211072	13	354
hr-aq78a.r50	-	150000000	1	518211072	13	498
hr-aq78a.r51	-	150000000	1	131125632	14	126
hr-aq78a.r52	-	150000000	1	281125632	14	270
hr-aq78a.r53	-	150000000	1	431125632	14	414
hr-aq78a.r54	-	150000000	1	44093824	15	43
hr-aq78a.r55	-	150000000	1	194093824	15	187
hr-aq78a.r56	-	150000000	1	344093824	15	331
hr-aq78a.r57	-	150000000	1	494093824	15	475
hr-aq78a.r58	-	150000000	1	107008384	16	103
hr-aq78a.r59	-	150000000	1	257008384	16	247
hr-aq78a.r60	-	150000000	1	407008384	16	391
hr-aq78a.r61	-	150000000	1	19976576	17	20
hr-aq78a.r62	-	150000000	1	169976576	17	164
hr-aq78a.r63	-	150000000	1	319976576	17	308
hr-aq78a.r64	-	150000000	1	469976576	17	452
hr-aq78a.r65	-	150000000	1	82891136	18	80
hr-aq78a.r66	-	150000000	1	232891136	18	224
hr-aq78a.r67	-	150000000	1	382891136	18	368
hr-aq78a.r68	-	150000000	1	532891136	18	512
hr-aq78a.r69	-	150000000	1	145805696	19	140
hr-aq78a.r70	-	150000000	1	295805696	19	284
hr-aq78a.r71	-	150000000	1	445805696	19	428
hr-aq78a.r72	-	150000000	1	58773888	20	57
hr-aq78a.r73	-	150000000	1	208773888	20	201
hr-aq78a.r74	-	150000000	1	358773888	20	345
hr-aq78a.r75	-	150000000	1	508773888	20	489
hr-aq78a.r76	-	150000000	1	121688448	21	117
hr-aq78a.r77	-	150000000	1	271688448	21	261
hr-aq78a.r78	-	150000000	1	421688448	21	405
hr-aq78a.r79	-	150000000	1	34656640	22	34
hr-aq78a.r80	-	150000000	1	184656640	22	178
hr-aq78a.r81	-	150000000	1	334656640	22	322
hr-aq78a.r82	-	150000000	1	484656640	22	466
hr-aq78a.r83	-	150000000	1	97571200	23	94
hr-aq78a.r84	-	150000000	1	247571200	23	238
hr-aq78a.r85	-	150000000	1	397571200	23	382
hr-aq78a.r86	-	150000000	1	10539392	24	11
hr-aq78a.r87	-	74870586	1	160539392	24	155
hr-aq78a.rar	-	150000000	1	235409978	24	227
hr-aq78a.sfv	-	2047	1	385409978	24	371
Proof	d	0	1	385412025	24	372
Proof/hr-aq78a.jpg	-	114147	1	385412025	24	372
